product_id,product_name,category,brand,price,rating,price_category,rating_category
P000401,Astra Discuss,Automotive,Astra,291.84,4.53,luxury,top_rated
P000402,Solace Change,Clothing,Solace,108.39,4.06,high,good
P000403,Orion Film,Clothing,Orion,74.66,2.55,medium,average
P000404,Astra Grow,Sports,Astra,208.05,4.61,high,top_rated
P000405,Orion Chance,Pet Supplies,Orion,7.85,4.59,low,top_rated
P000406,NeoTech Provide,Sports,NeoTech,103.54,4.5,high,top_rated
P000407,Acme Improve,Toys,Acme,18.79,2.92,low,average
P000408,GreenLeaf Green,Pet Supplies,GreenLeaf,10.52,3.72,low,good
P000409,Pulse Idea,Groceries,Pulse,11.8,4.77,low,top_rated
P000410,Nimbus Surface,Beauty,Nimbus,83.41,3.1,medium,average
P000411,Acme Common,Pet Supplies,Acme,50.96,2.88,medium,average
P000412,Orion News,Home & Kitchen,Orion,225.99,4.0,luxury,good
P000413,Solace Follow,Beauty,Solace,6.79,3.76,low,good
P000414,Zenith Almost,Home & Kitchen,Zenith,63.21,3.95,medium,good
P000415,Pulse Next,Electronics,Pulse,861.62,3.87,luxury,good
P000416,Nimbus Only,Home & Kitchen,Nimbus,54.42,4.25,medium,good
P000417,Astra Lose,Beauty,Astra,218.42,4.27,luxury,good
P000418,GreenLeaf Later,Electronics,GreenLeaf,1413.41,3.87,luxury,good
P000419,Astra Remain,Groceries,Astra,18.47,3.73,low,good
P000420,Astra Federal,Books,Astra,38.79,4.38,medium,good
P000421,NeoTech Method,Toys,NeoTech,121.71,3.83,high,good
P000422,Everest Fire,Clothing,Everest,257.15,4.37,luxury,good
P000423,Everest Police,Pet Supplies,Everest,60.29,3.98,medium,good
P000424,Everest Find,Home & Kitchen,Everest,439.51,3.62,luxury,good
P000425,GreenLeaf Land,Home & Kitchen,GreenLeaf,126.93,2.85,high,average
P000426,Nimbus Gun,Home & Kitchen,Nimbus,244.16,4.24,luxury,good
P000427,NeoTech Pick,Pet Supplies,NeoTech,37.84,4.09,medium,good
P000428,Zenith Stay,Beauty,Zenith,135.76,3.11,high,average
P000429,Harbor Hear,Groceries,Harbor,39.0,3.37,medium,average
P000430,GreenLeaf Own,Groceries,GreenLeaf,5.35,4.51,low,top_rated
P000431,Zenith Skin,Books,Zenith,27.08,3.96,low,good
P000432,Harbor Develop,Pet Supplies,Harbor,58.1,3.07,medium,average
P000433,NeoTech Ask,Pet Supplies,NeoTech,5.28,3.46,low,average
P000434,NeoTech Anything,Toys,NeoTech,52.83,3.36,medium,average
P000435,Astra Least,Books,Astra,115.46,3.81,high,good
P000436,GreenLeaf Student,Books,GreenLeaf,29.24,4.49,low,good
P000437,GreenLeaf Various,Clothing,GreenLeaf,130.95,3.37,high,average
P000438,Orion Pm,Home & Kitchen,Orion,167.79,2.98,high,average
P000439,GreenLeaf Need,Clothing,GreenLeaf,115.37,4.45,high,good
P000440,Solace Think,Beauty,Solace,10.76,4.86,low,top_rated
P000441,Nimbus Significant,Sports,Nimbus,105.75,2.96,high,average
P000442,Everest Than,Home & Kitchen,Everest,353.65,4.66,luxury,top_rated
P000443,Astra Great,Sports,Astra,61.6,4.87,medium,top_rated
P000444,Everest Opportunity,Groceries,Everest,28.92,2.63,low,average
P000445,Willow Sit,Pet Supplies,Willow,11.9,4.14,low,good
P000446,GreenLeaf Opportunity,Clothing,GreenLeaf,68.43,3.24,medium,average
P000447,Astra Shake,Beauty,Astra,127.26,4.31,high,good
P000448,Zenith Stop,Pet Supplies,Zenith,66.33,2.57,medium,average
P000449,GreenLeaf Left,Groceries,GreenLeaf,18.64,2.73,low,average
P000450,Orion Take,Books,Orion,15.69,3.76,low,good
P000451,Solace Camera,Electronics,Solace,228.61,3.86,luxury,good
P000452,Zenith Total,Books,Zenith,37.56,4.64,medium,top_rated
P000453,Everest Various,Home & Kitchen,Everest,17.06,3.34,low,average
P000454,Solace Different,Home & Kitchen,Solace,231.49,3.58,luxury,good
P000455,NeoTech Nearly,Clothing,NeoTech,65.06,4.45,medium,good
P000456,Zenith Building,Pet Supplies,Zenith,24.35,2.83,low,average
P000457,Pulse Boy,Sports,Pulse,33.0,4.35,low,good
P000458,Everest Black,Electronics,Everest,982.1,4.82,luxury,top_rated
P000459,Nimbus Next,Toys,Nimbus,74.6,3.01,medium,average
P000460,Orion Final,Groceries,Orion,20.56,4.72,low,top_rated
P000461,Nimbus Family,Electronics,Nimbus,1700.35,3.99,luxury,good
P000462,Harbor Who,Beauty,Harbor,142.59,3.41,high,average
P000463,Willow Plant,Sports,Willow,18.57,4.4,low,good
P000464,Orion Role,Clothing,Orion,44.1,4.33,medium,good
P000465,Nimbus Professional,Toys,Nimbus,14.96,4.33,low,good
P000466,Nimbus Congress,Clothing,Nimbus,76.15,2.61,medium,average
P000467,Orion Debate,Electronics,Orion,712.19,2.94,luxury,average
P000468,Astra Dream,Sports,Astra,36.4,4.14,medium,good
P000469,Everest Later,Toys,Everest,13.01,4.45,low,good
P000470,Zenith Gas,Pet Supplies,Zenith,59.91,3.43,medium,average
P000471,NeoTech While,Sports,NeoTech,181.71,4.25,high,good
P000472,Pulse From,Toys,Pulse,40.79,4.52,medium,top_rated
P000473,Nimbus Whose,Books,Nimbus,22.53,2.99,low,average
P000474,GreenLeaf Significant,Sports,GreenLeaf,283.17,3.01,luxury,average
P000475,Willow Also,Home & Kitchen,Willow,191.79,3.42,high,average
P000476,Harbor Much,Automotive,Harbor,133.02,4.38,high,good
P000477,Orion Break,Sports,Orion,55.28,4.12,medium,good
P000478,Zenith Within,Clothing,Zenith,199.79,2.66,high,average
P000479,Astra Hospital,Pet Supplies,Astra,92.17,3.78,high,good
P000480,Harbor Enjoy,Pet Supplies,Harbor,60.33,4.31,medium,good
P000481,Harbor Enter,Home & Kitchen,Harbor,299.45,3.68,luxury,good
P000482,Astra Buy,Pet Supplies,Astra,62.62,4.11,medium,good
P000483,Pulse Determine,Books,Pulse,2.83,2.96,low,average
P000484,Everest Almost,Beauty,Everest,104.34,4.89,high,top_rated
P000485,NeoTech Several,Groceries,NeoTech,9.97,2.59,low,average
P000486,GreenLeaf Body,Beauty,GreenLeaf,46.64,3.18,medium,average
P000487,Willow Indeed,Clothing,Willow,22.21,3.4,low,average
P000488,Solace Level,Home & Kitchen,Solace,264.67,4.59,luxury,top_rated
P000489,NeoTech Conference,Groceries,NeoTech,5.11,2.51,low,average
P000490,Nimbus Give,Sports,Nimbus,203.83,4.12,high,good
P000491,Willow Answer,Electronics,Willow,398.86,2.95,luxury,average
P000492,Nimbus Who,Books,Nimbus,36.16,4.07,low,good
P000493,Pulse Manage,Beauty,Pulse,113.45,2.53,high,average
P000494,Astra Test,Clothing,Astra,148.44,3.65,high,good
P000495,Pulse Down,Groceries,Pulse,21.2,4.53,low,top_rated
P000496,Willow Property,Toys,Willow,100.66,2.86,high,average
P000497,Acme Owner,Books,Acme,15.21,3.69,low,good
P000498,Pulse Debate,Home & Kitchen,Pulse,112.79,3.35,high,average
P000499,Zenith Baby,Clothing,Zenith,115.81,3.31,high,average
P000500,NeoTech Security,Beauty,NeoTech,38.54,2.54,medium,average
P000501,Harbor Necessary,Books,Harbor,65.31,4.41,medium,good
P000502,Orion Student,Sports,Orion,442.12,3.25,luxury,average
P000503,Harbor Cup,Clothing,Harbor,90.57,4.4,high,good
P000504,GreenLeaf Learn,Beauty,GreenLeaf,111.42,3.27,high,average
P000505,Solace Future,Books,Solace,42.15,3.71,medium,good
P000506,Harbor West,Sports,Harbor,75.86,4.68,medium,top_rated
P000507,Willow Beyond,Home & Kitchen,Willow,208.34,2.81,high,average
P000508,Zenith Small,Electronics,Zenith,177.88,3.97,high,good
P000509,NeoTech Throw,Electronics,NeoTech,538.42,3.75,luxury,good
P000510,Zenith Guy,Sports,Zenith,105.34,2.87,high,average
P000511,Nimbus Should,Clothing,Nimbus,34.13,2.6,low,average
P000512,Nimbus Knowledge,Sports,Nimbus,101.36,4.22,high,good
P000513,Everest Child,Toys,Everest,11.93,3.45,low,average
P000514,Everest Despite,Home & Kitchen,Everest,201.55,4.66,high,top_rated
P000515,Zenith Treatment,Toys,Zenith,21.15,4.74,low,top_rated
P000516,Nimbus Threat,Sports,Nimbus,253.68,4.64,luxury,top_rated
P000517,Nimbus Those,Beauty,Nimbus,60.55,4.31,medium,good
P000518,Willow Newspaper,Groceries,Willow,20.15,4.77,low,top_rated
P000519,Pulse Money,Electronics,Pulse,769.71,4.07,luxury,good
P000520,Acme Appear,Beauty,Acme,161.29,2.57,high,average
P000521,Orion Risk,Groceries,Orion,14.09,2.87,low,average
P000522,Harbor Medical,Clothing,Harbor,17.96,3.17,low,average
P000523,GreenLeaf Relate,Beauty,GreenLeaf,111.37,4.5,high,top_rated
P000524,Everest Station,Toys,Everest,71.29,4.08,medium,good
P000525,GreenLeaf According,Books,GreenLeaf,28.04,4.3,low,good
P000526,NeoTech Difficult,Groceries,NeoTech,9.25,2.89,low,average
P000527,Astra Democrat,Electronics,Astra,554.93,2.99,luxury,average
P000528,Zenith Leader,Toys,Zenith,29.55,4.14,low,good
P000529,Willow Out,Books,Willow,57.18,4.87,medium,top_rated
P000530,NeoTech Close,Sports,NeoTech,182.23,4.17,high,good
P000531,Nimbus Young,Beauty,Nimbus,167.72,4.13,high,good
P000532,Pulse Commercial,Clothing,Pulse,21.52,4.71,low,top_rated
P000533,Solace Republican,Pet Supplies,Solace,11.41,4.15,low,good
P000534,Astra Speak,Pet Supplies,Astra,19.24,4.49,low,good
P000535,Willow Exactly,Clothing,Willow,62.96,4.14,medium,good
P000536,NeoTech Rise,Pet Supplies,NeoTech,6.85,3.91,low,good
P000537,Willow Use,Automotive,Willow,64.45,3.1,medium,average
P000538,GreenLeaf Painting,Toys,GreenLeaf,63.48,4.18,medium,good
P000539,Zenith Skill,Clothing,Zenith,45.11,3.38,medium,average
P000540,Zenith Foreign,Automotive,Zenith,337.8,3.08,luxury,average
P000541,Zenith List,Home & Kitchen,Zenith,102.1,3.9,high,good
P000542,Everest Rock,Clothing,Everest,36.54,3.77,medium,good
P000543,Orion City,Beauty,Orion,115.63,4.56,high,top_rated
P000544,Orion Now,Clothing,Orion,248.05,4.0,luxury,good
P000545,Pulse Understand,Sports,Pulse,55.49,3.04,medium,average
P000546,Willow Society,Home & Kitchen,Willow,292.19,2.57,luxury,average
P000547,Everest Region,Clothing,Everest,207.26,3.78,high,good
P000548,Pulse Idea,Books,Pulse,46.0,2.83,medium,average
P000549,Zenith History,Books,Zenith,56.44,4.72,medium,top_rated
P000550,Nimbus Someone,Books,Nimbus,29.83,4.64,low,top_rated
P000551,GreenLeaf Able,Home & Kitchen,GreenLeaf,154.28,4.03,high,good
P000552,Solace Budget,Sports,Solace,190.22,2.85,high,average
P000553,Zenith Rate,Pet Supplies,Zenith,132.7,3.9,high,good
P000554,Everest National,Beauty,Everest,157.02,3.37,high,average
P000555,Acme Of,Electronics,Acme,1407.61,2.52,luxury,average
P000556,Solace Guess,Books,Solace,54.93,3.9,medium,good
P000557,Orion And,Sports,Orion,167.07,2.73,high,average
P000558,Nimbus Watch,Toys,Nimbus,61.71,3.57,medium,good
P000559,Zenith Hope,Sports,Zenith,59.17,4.12,medium,good
P000560,Everest End,Toys,Everest,16.86,2.9,low,average
P000561,Nimbus Hospital,Toys,Nimbus,95.02,4.05,high,good
P000562,Willow Exist,Clothing,Willow,23.79,3.15,low,average
P000563,Willow History,Beauty,Willow,101.93,4.2,high,good
P000564,Zenith Conference,Home & Kitchen,Zenith,99.23,3.48,high,average
P000565,Everest High,Home & Kitchen,Everest,340.5,3.52,luxury,good
P000566,Nimbus Himself,Home & Kitchen,Nimbus,221.26,3.39,luxury,average
P000567,Orion Democrat,Home & Kitchen,Orion,190.38,2.9,high,average
P000568,Orion Interest,Groceries,Orion,16.79,3.95,low,good
P000569,Zenith Control,Electronics,Zenith,925.17,4.05,luxury,good
P000570,Astra Where,Automotive,Astra,108.5,2.68,high,average
P000571,Pulse Site,Books,Pulse,40.7,3.58,medium,good
P000572,GreenLeaf Score,Pet Supplies,GreenLeaf,58.41,2.99,medium,average
P000573,Harbor Those,Home & Kitchen,Harbor,72.45,2.69,medium,average
P000574,Astra Computer,Beauty,Astra,121.03,2.74,high,average
P000575,Pulse Or,Automotive,Pulse,338.0,4.42,luxury,good
P000576,Zenith Air,Pet Supplies,Zenith,9.8,4.48,low,good
P000577,NeoTech Peace,Books,NeoTech,19.22,2.53,low,average
P000578,Nimbus Development,Home & Kitchen,Nimbus,390.19,2.59,luxury,average
P000579,Zenith Look,Groceries,Zenith,7.56,3.63,low,good
P000580,Solace His,Beauty,Solace,134.99,4.43,high,good
P000581,Nimbus You,Sports,Nimbus,307.54,3.12,luxury,average
P000582,Everest Beautiful,Home & Kitchen,Everest,318.63,3.86,luxury,good
P000583,Zenith Event,Beauty,Zenith,137.49,4.85,high,top_rated
P000584,Astra Bill,Books,Astra,85.22,2.9,high,average
P000585,Solace Tough,Home & Kitchen,Solace,44.29,4.44,medium,good
P000586,Acme Action,Home & Kitchen,Acme,66.03,4.64,medium,top_rated
P000587,Zenith Friend,Books,Zenith,15.87,3.92,low,good
P000588,Everest She,Pet Supplies,Everest,19.35,3.18,low,average
P000589,Astra Next,Toys,Astra,88.66,4.86,high,top_rated
P000590,NeoTech Protect,Beauty,NeoTech,13.34,2.68,low,average
P000591,GreenLeaf Pull,Books,GreenLeaf,55.44,4.65,medium,top_rated
P000592,Astra Receive,Electronics,Astra,320.65,4.2,luxury,good
P000593,Willow Military,Books,Willow,82.84,4.79,medium,top_rated
P000594,Zenith Commercial,Toys,Zenith,104.27,4.35,high,good
P000595,GreenLeaf History,Books,GreenLeaf,100.62,4.29,high,good
P000596,Everest Example,Beauty,Everest,29.5,3.2,low,average
P000597,Acme Consumer,Groceries,Acme,13.5,4.72,low,top_rated
P000598,Nimbus Pass,Pet Supplies,Nimbus,4.68,4.78,low,top_rated
P000599,Nimbus Analysis,Groceries,Nimbus,11.71,4.41,low,good
P000600,Solace Speak,Beauty,Solace,93.51,2.93,high,average
P000601,Acme Manage,Sports,Acme,343.78,3.5,luxury,good
P000602,Nimbus Word,Toys,Nimbus,52.18,4.75,medium,top_rated
P000603,Zenith Example,Sports,Zenith,360.29,2.79,luxury,average
P000604,Pulse Economy,Pet Supplies,Pulse,113.44,4.4,high,good
P000605,Zenith Dog,Clothing,Zenith,83.17,4.32,medium,good
P000606,Everest Since,Clothing,Everest,138.24,4.74,high,top_rated
P000607,Everest Short,Groceries,Everest,9.32,4.06,low,good
P000608,GreenLeaf Visit,Toys,GreenLeaf,42.74,4.89,medium,top_rated
P000609,Zenith Nation,Books,Zenith,42.5,4.81,medium,top_rated
P000610,GreenLeaf Side,Home & Kitchen,GreenLeaf,101.29,2.55,high,average
P000611,Astra Production,Beauty,Astra,108.27,2.8,high,average
P000612,Nimbus Successful,Pet Supplies,Nimbus,92.36,4.59,high,top_rated
P000613,Pulse Physical,Automotive,Pulse,300.24,2.83,luxury,average
P000614,Solace Car,Clothing,Solace,135.38,3.3,high,average
P000615,NeoTech Stuff,Home & Kitchen,NeoTech,93.1,3.07,high,average
P000616,Acme Indeed,Toys,Acme,28.51,4.48,low,good
P000617,Astra Free,Beauty,Astra,45.28,2.5,medium,average
P000618,Harbor Race,Clothing,Harbor,182.11,3.1,high,average
P000619,GreenLeaf Idea,Electronics,GreenLeaf,279.09,3.32,luxury,average
P000620,Orion Consider,Groceries,Orion,9.49,2.85,low,average
P000621,Astra Daughter,Toys,Astra,7.92,4.63,low,top_rated
P000622,GreenLeaf Call,Electronics,GreenLeaf,865.55,3.91,luxury,good
P000623,Pulse Pass,Books,Pulse,52.95,3.06,medium,average
P000624,Harbor Defense,Groceries,Harbor,29.41,4.42,low,good
P000625,Acme Pass,Toys,Acme,142.94,4.72,high,top_rated
P000626,NeoTech Practice,Home & Kitchen,NeoTech,59.97,4.26,medium,good
P000627,Pulse Claim,Toys,Pulse,45.74,3.09,medium,average
P000628,Astra Small,Electronics,Astra,612.23,4.58,luxury,top_rated
P000629,Willow A,Sports,Willow,210.39,3.12,high,average
P000630,Harbor Audience,Pet Supplies,Harbor,104.55,3.79,high,good
P000631,Acme Give,Sports,Acme,150.4,2.74,high,average
P000632,Solace Show,Automotive,Solace,874.11,3.87,luxury,good
P000633,Nimbus Seven,Beauty,Nimbus,32.11,2.82,low,average
P000634,GreenLeaf Argue,Clothing,GreenLeaf,43.85,2.52,medium,average
P000635,Acme Provide,Books,Acme,14.99,3.14,low,average
P000636,GreenLeaf Save,Automotive,GreenLeaf,94.4,3.78,high,good
P000637,Nimbus Everything,Pet Supplies,Nimbus,4.87,3.47,low,average
P000638,Everest Beautiful,Toys,Everest,76.4,3.45,medium,average
P000639,GreenLeaf Century,Pet Supplies,GreenLeaf,64.23,3.08,medium,average
P000640,Zenith Rise,Automotive,Zenith,130.31,3.03,high,average
P000641,Everest Benefit,Clothing,Everest,86.47,2.58,high,average
P000642,Acme Group,Electronics,Acme,1816.28,3.65,luxury,good
P000643,Willow Age,Clothing,Willow,105.35,4.41,high,good
P000644,NeoTech Investment,Automotive,NeoTech,293.47,2.86,luxury,average
P000645,Everest Try,Beauty,Everest,63.98,3.33,medium,average
P000646,Zenith Study,Books,Zenith,19.76,4.09,low,good
P000647,Pulse Off,Books,Pulse,26.05,3.84,low,good
P000648,Astra Federal,Pet Supplies,Astra,6.52,2.79,low,average
P000649,Pulse Six,Toys,Pulse,27.91,3.7,low,good
P000650,Everest Parent,Sports,Everest,235.46,4.24,luxury,good
P000651,Solace Option,Automotive,Solace,926.15,3.53,luxury,good
P000652,Pulse Wait,Clothing,Pulse,76.67,3.2,medium,average
P000653,Orion Coach,Electronics,Orion,649.28,3.41,luxury,average
P000654,Pulse Run,Toys,Pulse,20.06,3.74,low,good
P000655,Astra Strong,Beauty,Astra,195.39,2.99,high,average
P000656,Nimbus Sell,Sports,Nimbus,165.03,2.72,high,average
P000657,Willow Student,Pet Supplies,Willow,23.33,3.47,low,average
P000658,Nimbus Radio,Books,Nimbus,60.39,2.73,medium,average
P000659,Harbor Strong,Automotive,Harbor,501.37,3.5,luxury,good
P000660,Orion Red,Automotive,Orion,638.51,4.8,luxury,top_rated
P000661,Acme Black,Toys,Acme,10.61,4.03,low,good
P000662,Pulse For,Pet Supplies,Pulse,71.4,2.88,medium,average
P000663,Solace Party,Sports,Solace,89.02,2.81,high,average
P000664,Harbor Size,Automotive,Harbor,675.42,3.75,luxury,good
P000665,Zenith Hotel,Clothing,Zenith,76.18,3.96,medium,good
P000666,Harbor By,Electronics,Harbor,367.54,3.72,luxury,good
P000667,Harbor Than,Home & Kitchen,Harbor,319.47,4.81,luxury,top_rated
P000668,Nimbus Culture,Clothing,Nimbus,168.02,3.77,high,good
P000669,Acme Personal,Toys,Acme,36.42,4.88,medium,top_rated
P000670,GreenLeaf Evidence,Pet Supplies,GreenLeaf,79.6,3.87,medium,good
P000671,Solace Treat,Toys,Solace,84.7,3.59,high,good
P000672,Pulse Yeah,Automotive,Pulse,370.64,3.87,luxury,good
P000673,Orion Structure,Sports,Orion,224.01,2.63,luxury,average
P000674,GreenLeaf Seem,Pet Supplies,GreenLeaf,21.11,3.85,low,good
P000675,Everest Side,Sports,Everest,192.22,4.47,high,good
P000676,Acme Push,Beauty,Acme,21.12,2.85,low,average
P000677,Astra Cost,Pet Supplies,Astra,17.6,3.85,low,good
P000678,Zenith Whole,Toys,Zenith,152.1,3.14,high,average
P000679,Orion Clearly,Automotive,Orion,496.78,2.52,luxury,average
P000680,Harbor Investment,Automotive,Harbor,114.54,3.97,high,good
P000681,Acme Keep,Electronics,Acme,1708.2,2.93,luxury,average
P000682,Nimbus Stage,Automotive,Nimbus,541.92,3.94,luxury,good
P000683,Orion Paper,Toys,Orion,15.22,4.29,low,good
P000684,GreenLeaf Reveal,Groceries,GreenLeaf,26.34,3.76,low,good
P000685,Pulse Range,Automotive,Pulse,113.14,4.81,high,top_rated
P000686,Willow Bring,Clothing,Willow,29.92,4.3,low,good
P000687,Everest Particularly,Sports,Everest,158.55,3.24,high,average
P000688,Acme Them,Pet Supplies,Acme,27.23,2.63,low,average
P000689,Nimbus Morning,Groceries,Nimbus,18.5,2.68,low,average
P000690,NeoTech Interesting,Home & Kitchen,NeoTech,368.82,3.32,luxury,average
P000691,GreenLeaf Concern,Groceries,GreenLeaf,3.96,4.89,low,top_rated
P000692,Acme Trip,Toys,Acme,75.81,2.79,medium,average
P000693,GreenLeaf Job,Groceries,GreenLeaf,1.11,2.84,low,average
P000694,Orion Even,Home & Kitchen,Orion,318.23,2.75,luxury,average
P000695,Harbor Action,Beauty,Harbor,35.1,4.79,low,top_rated
P000696,Solace Glass,Automotive,Solace,110.1,4.54,high,top_rated
P000697,Solace Ready,Electronics,Solace,1176.0,3.95,luxury,good
P000698,Everest Represent,Pet Supplies,Everest,48.4,2.72,medium,average
P000699,Nimbus Politics,Home & Kitchen,Nimbus,204.47,4.81,high,top_rated
P000700,GreenLeaf Century,Clothing,GreenLeaf,186.13,2.87,high,average
P000701,Astra My,Home & Kitchen,Astra,349.01,3.07,luxury,average
P000702,GreenLeaf Condition,Electronics,GreenLeaf,667.59,2.8,luxury,average
P000703,Everest It,Beauty,Everest,26.39,3.97,low,good
P000704,NeoTech Girl,Home & Kitchen,NeoTech,194.49,4.66,high,top_rated
P000705,Zenith Form,Pet Supplies,Zenith,62.05,3.32,medium,average
P000706,Solace Situation,Home & Kitchen,Solace,112.22,2.75,high,average
P000707,Astra Another,Toys,Astra,26.0,3.19,low,average
P000708,Nimbus Under,Beauty,Nimbus,208.74,2.9,high,average
P000709,Everest Unit,Sports,Everest,142.68,4.49,high,good
P000710,Zenith Too,Sports,Zenith,110.33,3.26,high,average
P000711,Solace Really,Electronics,Solace,536.33,3.98,luxury,good
P000712,GreenLeaf Window,Clothing,GreenLeaf,97.46,4.56,high,top_rated
P000713,Harbor Other,Books,Harbor,31.39,4.4,low,good
P000714,Everest Economic,Groceries,Everest,22.55,3.91,low,good
P000715,Astra Style,Books,Astra,49.84,2.56,medium,average
P000716,Acme Factor,Electronics,Acme,273.91,4.48,luxury,good
P000717,Astra Nation,Books,Astra,53.24,4.54,medium,top_rated
P000718,Solace Through,Automotive,Solace,384.4,3.56,luxury,good
P000719,NeoTech Network,Beauty,NeoTech,134.95,3.02,high,average
P000720,GreenLeaf Charge,Home & Kitchen,GreenLeaf,293.24,2.72,luxury,average
P000721,GreenLeaf Measure,Toys,GreenLeaf,52.92,3.74,medium,good
P000722,NeoTech Build,Clothing,NeoTech,104.02,4.57,high,top_rated
P000723,Astra Move,Electronics,Astra,244.36,4.59,luxury,top_rated
P000724,Zenith Forget,Groceries,Zenith,20.92,4.51,low,top_rated
P000725,Astra Into,Electronics,Astra,412.67,4.55,luxury,top_rated
P000726,NeoTech Production,Clothing,NeoTech,109.92,3.27,high,average
P000727,Pulse Miss,Beauty,Pulse,133.58,3.13,high,average
P000728,Solace Around,Beauty,Solace,34.0,2.92,low,average
P000729,Orion View,Clothing,Orion,49.66,3.89,medium,good
P000730,Everest Miss,Automotive,Everest,570.57,2.92,luxury,average
P000731,Pulse Treat,Electronics,Pulse,1236.42,4.23,luxury,good
P000732,NeoTech Receive,Books,NeoTech,52.87,3.17,medium,average
P000733,Nimbus Check,Beauty,Nimbus,97.69,4.25,high,good
P000734,Acme Like,Clothing,Acme,86.34,4.58,high,top_rated
P000735,Nimbus City,Automotive,Nimbus,639.96,3.45,luxury,average
P000736,GreenLeaf The,Home & Kitchen,GreenLeaf,63.08,4.29,medium,good
P000737,Zenith Pm,Clothing,Zenith,92.23,4.32,high,good
P000738,Nimbus State,Sports,Nimbus,121.64,4.1,high,good
P000739,Everest Shake,Beauty,Everest,70.13,2.52,medium,average
P000740,Orion Mention,Books,Orion,73.39,2.66,medium,average
P000741,Nimbus For,Electronics,Nimbus,704.46,2.96,luxury,average
P000742,Everest Read,Books,Everest,3.69,4.88,low,top_rated
P000743,Harbor Fill,Electronics,Harbor,270.47,3.52,luxury,good
P000744,Acme Arrive,Pet Supplies,Acme,88.68,4.02,high,good
P000745,Nimbus Today,Electronics,Nimbus,1248.13,3.58,luxury,good
P000746,Pulse Bad,Toys,Pulse,71.01,2.83,medium,average
P000747,Willow Continue,Beauty,Willow,126.37,3.83,high,good
P000748,Willow Remain,Clothing,Willow,128.37,2.86,high,average
P000749,GreenLeaf Authority,Electronics,GreenLeaf,254.08,4.83,luxury,top_rated
P000750,Astra Leader,Beauty,Astra,44.38,4.56,medium,top_rated
P000751,Willow At,Books,Willow,2.72,3.47,low,average
P000752,Pulse Act,Groceries,Pulse,3.57,2.64,low,average
P000753,Harbor Town,Beauty,Harbor,6.75,4.69,low,top_rated
P000754,Acme Information,Electronics,Acme,1511.11,3.88,luxury,good
P000755,Nimbus Affect,Books,Nimbus,39.34,3.69,medium,good
P000756,Solace Resource,Toys,Solace,31.72,2.74,low,average
P000757,Zenith Lead,Toys,Zenith,94.95,4.15,high,good
P000758,NeoTech Guess,Automotive,NeoTech,236.7,4.54,luxury,top_rated
P000759,Acme Gun,Home & Kitchen,Acme,153.06,4.01,high,good
P000760,Zenith North,Beauty,Zenith,20.41,4.88,low,top_rated
P000761,Willow Perform,Pet Supplies,Willow,57.87,2.57,medium,average
P000762,Everest Response,Clothing,Everest,185.46,3.87,high,good
P000763,Everest Network,Groceries,Everest,19.51,2.93,low,average
P000764,Harbor Much,Sports,Harbor,226.24,2.9,luxury,average
P000765,Everest Show,Toys,Everest,114.03,3.35,high,average
P000766,Pulse Sell,Clothing,Pulse,22.48,4.44,low,good
P000767,Everest Family,Automotive,Everest,327.68,2.61,luxury,average
P000768,Harbor Wind,Pet Supplies,Harbor,50.78,2.66,medium,average
P000769,Orion Above,Electronics,Orion,775.52,3.71,luxury,good
P000770,Nimbus Size,Pet Supplies,Nimbus,155.4,3.77,high,good
P000771,Solace Somebody,Pet Supplies,Solace,31.43,4.09,low,good
P000772,NeoTech Identify,Pet Supplies,NeoTech,85.27,2.61,high,average
P000773,Astra Page,Beauty,Astra,9.58,2.8,low,average
P000774,Harbor Think,Clothing,Harbor,20.4,4.69,low,top_rated
P000775,Everest Real,Clothing,Everest,69.1,3.82,medium,good
P000776,Pulse Study,Clothing,Pulse,41.51,3.81,medium,good
P000777,NeoTech Eye,Pet Supplies,NeoTech,27.19,4.64,low,top_rated
P000778,Astra Clearly,Clothing,Astra,56.05,3.65,medium,good
P000779,Nimbus Seven,Books,Nimbus,8.89,4.35,low,good
P000780,Nimbus Condition,Toys,Nimbus,42.19,2.56,medium,average
P000781,Pulse Bad,Pet Supplies,Pulse,94.61,4.57,high,top_rated
P000782,Harbor None,Pet Supplies,Harbor,35.82,3.56,low,good
P000783,Acme View,Automotive,Acme,134.24,3.39,high,average
P000784,Harbor Bar,Toys,Harbor,49.7,2.63,medium,average
P000785,Orion Down,Toys,Orion,111.12,2.82,high,average
P000786,Solace Environmental,Books,Solace,13.24,4.41,low,good
P000787,Acme Attack,Toys,Acme,62.47,2.69,medium,average
P000788,Solace Activity,Pet Supplies,Solace,95.98,4.03,high,good
P000789,Zenith Game,Toys,Zenith,87.48,4.25,high,good
P000790,Acme Whether,Automotive,Acme,359.12,3.06,luxury,average
P000791,Pulse Piece,Books,Pulse,40.14,2.85,medium,average
P000792,Zenith Might,Sports,Zenith,228.3,3.99,luxury,good
P000793,Willow Agree,Clothing,Willow,168.0,3.83,high,good
P000794,NeoTech Nice,Toys,NeoTech,62.1,2.6,medium,average
P000795,GreenLeaf News,Books,GreenLeaf,44.55,4.53,medium,top_rated
P000796,Acme Bank,Beauty,Acme,26.1,2.66,low,average
P000797,Astra Congress,Toys,Astra,9.98,4.15,low,good
