order_id,user_id,order_date,order_status,total_amount,order_Month,order_Day,cohort,order_period,cohort_index,customer_segment,buyer_type
O00005657,U008438,2025-01-28 17:57:47.991576,completed,1648.14,January,Tuesday,2025-01,2025-01,0,B2C (Regular),Überlegender Käufer
O00005659,U008365,2025-11-06 00:25:10.606116,completed,503.04,November,Thursday,2025-04,2025-11,7,B2C (Regular),Überlegender Käufer
O00005660,U006890,2024-11-09 15:46:55.814584,processing,342.96,November,Saturday,2024-11,2024-11,0,B2C (Regular),Überlegender Käufer
O00005661,U001525,2025-04-16 06:33:39.289727,completed,57.87,April,Wednesday,2025-03,2025-04,1,B2C (Regular),Gast_Bestellung
O00005662,U005060,2025-10-02 21:45:43.482328,completed,161.63,October,Thursday,2024-02,2025-10,20,B2C (Regular),Überlegender Käufer
O00005664,U007605,2024-04-04 08:39:46.952222,shipped,48.58,April,Thursday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005667,U006389,2025-01-08 11:14:27.293444,processing,367.16,January,Wednesday,2024-07,2025-01,6,B2C (Regular),Überlegender Käufer
O00005668,U006308,2024-07-04 02:03:10.983981,shipped,19.35,July,Thursday,2024-02,2024-07,5,B2C (Regular),Gast_Bestellung
O00005669,U004538,2024-07-02 21:19:58.261192,processing,2429.71,July,Tuesday,2024-07,2024-07,0,B2B (High Value),Gast_Bestellung
O00005670,U008758,2025-03-27 12:55:31.498972,processing,649.97,March,Thursday,2025-02,2025-03,1,B2C (Regular),Überlegender Käufer
O00005671,U003455,2025-10-30 18:57:46.514964,completed,746.51,October,Thursday,2024-11,2025-10,11,B2C (Regular),Überlegender Käufer
O00005673,U002923,2025-07-31 12:38:56.573111,completed,223.87,July,Thursday,2024-06,2025-07,13,B2C (Regular),Überlegender Käufer
O00005675,U003321,2024-06-01 00:46:13.518272,completed,283.47,June,Saturday,2024-06,2024-06,0,B2C (Regular),Überlegender Käufer
O00005676,U004041,2024-12-06 05:46:10.840608,completed,1811.84,December,Friday,2024-12,2024-12,0,B2B (High Value),Überlegender Käufer
O00005677,U001977,2025-09-16 09:13:12.685443,shipped,84.7,September,Tuesday,2025-09,2025-09,0,B2C (Regular),Überlegender Käufer
O00005678,U000750,2024-08-20 07:16:07.253667,shipped,92.89,August,Tuesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005679,U006846,2025-09-12 18:34:13.524302,processing,1393.31,September,Friday,2025-09,2025-09,0,B2C (Regular),Überlegender Käufer
O00005681,U006416,2025-03-27 07:11:55.928872,shipped,125.56,March,Thursday,2024-11,2025-03,4,B2C (Regular),Gast_Bestellung
O00005682,U004837,2024-04-23 07:56:43.051006,completed,201.55,April,Tuesday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005684,U000432,2024-11-18 06:38:35.001740,completed,786.01,November,Monday,2024-11,2024-11,0,B2C (Regular),Gast_Bestellung
O00005687,U008466,2025-07-30 09:51:38.394190,shipped,409.61,July,Wednesday,2024-06,2025-07,13,B2C (Regular),Überlegender Käufer
O00005688,U004334,2025-08-14 01:19:25.209684,shipped,55.11,August,Thursday,2024-12,2025-08,8,B2C (Regular),Überlegender Käufer
O00005689,U005960,2025-08-27 06:28:49.130424,shipped,318.23,August,Wednesday,2025-08,2025-08,0,B2C (Regular),Gast_Bestellung
O00005692,U009204,2024-02-24 16:09:43.918101,processing,1056.84,February,Saturday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00005693,U006558,2025-07-12 12:08:40.591860,completed,947.24,July,Saturday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00005696,U007394,2024-08-15 05:59:40.937620,processing,61.39,August,Thursday,2024-08,2024-08,0,B2C (Regular),Überlegender Käufer
O00005697,U006000,2025-10-16 02:21:47.846237,processing,163.28,October,Thursday,2024-05,2025-10,17,B2C (Regular),Überlegender Käufer
O00005699,U006460,2025-09-29 22:29:46.197306,shipped,109.3,September,Monday,2025-04,2025-09,5,B2C (Regular),Überlegender Käufer
O00005701,U008919,2024-12-29 14:08:23.259683,completed,1988.4,December,Sunday,2024-12,2024-12,0,B2B (High Value),Überlegender Käufer
O00005702,U004570,2024-01-22 02:29:20.628310,shipped,40.77,January,Monday,2024-01,2024-01,0,B2C (Regular),Sofort-Kauf
O00005704,U008489,2024-06-06 19:53:42.839436,processing,746.39,June,Thursday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005705,U007555,2024-08-03 23:55:26.535630,processing,204.34,August,Saturday,2024-06,2024-08,2,B2C (Regular),Überlegender Käufer
O00005706,U001361,2025-08-11 02:21:55.268152,processing,220.75,August,Monday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00005708,U009084,2025-05-04 12:57:17.432324,processing,153.2,May,Sunday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00005710,U008049,2025-07-08 08:07:43.099588,processing,178.2,July,Tuesday,2024-08,2025-07,11,B2C (Regular),Gast_Bestellung
O00005711,U009941,2024-04-23 00:06:02.220293,completed,67.08,April,Tuesday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005713,U007097,2024-02-08 02:41:24.124691,shipped,52.77,February,Thursday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00005714,U001317,2024-01-23 20:15:44.313074,completed,296.79,January,Tuesday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005715,U001912,2024-10-01 19:14:07.986425,processing,434.53,October,Tuesday,2024-10,2024-10,0,B2C (Regular),Gast_Bestellung
O00005717,U007991,2024-08-09 12:18:41.770271,completed,306.88,August,Friday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005720,U004270,2025-08-13 14:23:45.630090,completed,138.24,August,Wednesday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00005722,U002745,2024-12-29 18:26:37.173113,shipped,355.04,December,Sunday,2024-12,2024-12,0,B2C (Regular),Gast_Bestellung
O00005724,U002221,2025-06-13 01:21:50.128254,shipped,3497.84,June,Friday,2024-01,2025-06,17,B2B (High Value),Überlegender Käufer
O00005726,U000185,2025-07-02 19:32:48.179389,shipped,1000.45,July,Wednesday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00005727,U003353,2025-03-11 18:25:16.217116,completed,291.14,March,Tuesday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00005728,U005220,2024-01-26 22:53:24.775907,shipped,568.66,January,Friday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005729,U002809,2024-09-13 18:43:08.503347,shipped,3.69,September,Friday,2024-09,2024-09,0,B2C (Regular),Überlegender Käufer
O00005731,U006871,2024-08-23 12:04:38.637476,shipped,1188.26,August,Friday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005732,U008499,2024-11-10 16:04:58.406610,processing,593.84,November,Sunday,2024-02,2024-11,9,B2C (Regular),Überlegender Käufer
O00005733,U000889,2025-05-19 20:19:41.449368,completed,21.1,May,Monday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00005735,U008236,2025-10-26 08:09:21.514490,completed,152.26,October,Sunday,2024-02,2025-10,20,B2C (Regular),Überlegender Käufer
O00005737,U007482,2024-12-13 23:07:27.429748,processing,1287.95,December,Friday,2024-07,2024-12,5,B2C (Regular),Überlegender Käufer
O00005738,U009127,2025-10-29 13:55:46.589886,processing,114.03,October,Wednesday,2024-02,2025-10,20,B2C (Regular),Überlegender Käufer
O00005740,U000986,2024-06-12 12:11:35.380319,completed,2035.42,June,Wednesday,2024-06,2024-06,0,B2B (High Value),Überlegender Käufer
O00005743,U002012,2025-06-25 09:00:36.955100,processing,315.02,June,Wednesday,2024-01,2025-06,17,B2C (Regular),Überlegender Käufer
O00005744,U007834,2025-05-01 23:56:13.676977,processing,982.25,May,Thursday,2024-09,2025-05,8,B2C (Regular),Gast_Bestellung
O00005745,U006321,2025-04-17 03:37:35.193429,shipped,88.58,April,Thursday,2025-02,2025-04,2,B2C (Regular),Überlegender Käufer
O00005747,U007871,2025-06-09 10:46:38.579703,completed,252.08,June,Monday,2024-03,2025-06,15,B2C (Regular),Überlegender Käufer
O00005748,U003279,2024-02-26 10:27:02.251848,shipped,2357.22,February,Monday,2024-02,2024-02,0,B2B (High Value),Gast_Bestellung
O00005751,U009689,2025-10-29 00:22:46.765996,completed,34.13,October,Wednesday,2024-06,2025-10,16,B2C (Regular),Überlegender Käufer
O00005752,U002706,2024-02-19 08:21:28.718091,processing,140.04,February,Monday,2024-02,2024-02,0,B2C (Regular),Überlegender Käufer
O00005753,U003650,2025-05-18 01:08:19.888517,shipped,151.72,May,Sunday,2024-12,2025-05,5,B2C (Regular),Gast_Bestellung
O00005755,U001152,2024-11-01 06:06:15.019400,processing,240.79,November,Friday,2024-11,2024-11,0,B2C (Regular),Gast_Bestellung
O00005761,U004942,2024-05-24 05:19:11.155996,completed,571.14,May,Friday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00005762,U002429,2024-12-25 13:17:15.407792,shipped,94.61,December,Wednesday,2024-12,2024-12,0,B2C (Regular),Gast_Bestellung
O00005765,U008464,2024-06-05 11:33:55.412760,processing,178.83,June,Wednesday,2024-04,2024-06,2,B2C (Regular),Überlegender Käufer
O00005766,U002143,2025-06-15 10:17:36.834107,shipped,672.95,June,Sunday,2024-07,2025-06,11,B2C (Regular),Überlegender Käufer
O00005767,U002289,2025-06-07 12:48:13.822928,shipped,1260.68,June,Saturday,2024-02,2025-06,16,B2C (Regular),Überlegender Käufer
O00005769,U006696,2024-08-24 20:05:52.131409,completed,55.25,August,Saturday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005771,U005529,2024-01-29 23:03:22.597509,shipped,5.66,January,Monday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005772,U003188,2025-04-04 00:47:51.503960,completed,1956.18,April,Friday,2024-04,2025-04,12,B2B (High Value),Überlegender Käufer
O00005774,U000707,2025-08-12 15:05:00.860844,processing,40.71,August,Tuesday,2024-07,2025-08,13,B2C (Regular),Überlegender Käufer
O00005777,U001694,2024-07-24 10:46:28.369137,shipped,97.26,July,Wednesday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00005780,U004735,2025-04-09 21:53:25.839824,processing,1097.4,April,Wednesday,2025-04,2025-04,0,B2C (Regular),Gast_Bestellung
O00005781,U003112,2025-09-23 11:41:51.961102,shipped,249.14,September,Tuesday,2024-09,2025-09,12,B2C (Regular),Überlegender Käufer
O00005782,U006267,2024-06-24 23:57:54.998746,completed,828.98,June,Monday,2024-04,2024-06,2,B2C (Regular),Gast_Bestellung
O00005783,U009262,2024-04-10 20:33:41.161696,processing,131.99,April,Wednesday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005784,U007888,2024-01-04 00:18:41.078745,completed,376.36,January,Thursday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005786,U005878,2024-12-02 08:30:21.873605,processing,759.53,December,Monday,2024-05,2024-12,7,B2C (Regular),Überlegender Käufer
O00005788,U005009,2024-08-02 23:02:42.898823,processing,84.86,August,Friday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005791,U009638,2024-06-13 15:06:52.938529,completed,1043.39,June,Thursday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005792,U006082,2024-04-07 21:30:47.969225,processing,264.33,April,Sunday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005798,U000876,2024-08-05 00:11:52.893759,shipped,381.77,August,Monday,2024-05,2024-08,3,B2C (Regular),Gast_Bestellung
O00005799,U001543,2025-09-04 16:43:05.678874,processing,953.66,September,Thursday,2025-09,2025-09,0,B2C (Regular),Überlegender Käufer
O00005800,U006866,2024-01-30 23:52:29.882175,processing,1390.58,January,Tuesday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005802,U005695,2024-06-24 14:15:48.277904,processing,292.19,June,Monday,2024-06,2024-06,0,B2C (Regular),Überlegender Käufer
O00005803,U008573,2024-08-08 14:58:48.064709,processing,431.47,August,Thursday,2024-08,2024-08,0,B2C (Regular),Überlegender Käufer
O00005804,U006522,2024-01-04 18:23:09.959043,processing,925.11,January,Thursday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005805,U008226,2024-03-09 04:15:54.912094,completed,797.21,March,Saturday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005806,U004646,2024-04-02 12:11:08.027237,processing,4314.32,April,Tuesday,2024-04,2024-04,0,B2B (High Value),Gast_Bestellung
O00005808,U004878,2025-07-17 22:21:15.201879,completed,580.18,July,Thursday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00005809,U007123,2024-05-19 17:44:47.181907,shipped,61.99,May,Sunday,2024-05,2024-05,0,B2C (Regular),Überlegender Käufer
O00005810,U004061,2024-06-08 13:58:53.568351,processing,301.63,June,Saturday,2024-03,2024-06,3,B2C (Regular),Gast_Bestellung
O00005811,U007617,2025-02-22 14:08:46.532300,shipped,79.42,February,Saturday,2024-05,2025-02,9,B2C (Regular),Gast_Bestellung
O00005813,U004574,2024-10-25 19:56:39.363916,shipped,641.22,October,Friday,2024-10,2024-10,0,B2C (Regular),Gast_Bestellung
O00005814,U007729,2024-03-13 03:22:16.903528,processing,361.91,March,Wednesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005818,U005391,2024-06-27 06:30:28.537415,processing,29.34,June,Thursday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005819,U002674,2024-08-27 08:04:44.306778,shipped,1133.06,August,Tuesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005821,U008737,2024-11-01 00:35:06.922209,shipped,440.21,November,Friday,2024-11,2024-11,0,B2C (Regular),Überlegender Käufer
O00005822,U007391,2025-04-02 14:33:48.241820,shipped,713.1,April,Wednesday,2024-08,2025-04,8,B2C (Regular),Überlegender Käufer
O00005826,U007445,2024-05-19 19:41:04.951288,shipped,2807.11,May,Sunday,2024-05,2024-05,0,B2B (High Value),Gast_Bestellung
O00005827,U008015,2025-09-22 23:19:43.056037,processing,181.43,September,Monday,2024-10,2025-09,11,B2C (Regular),Überlegender Käufer
O00005829,U008531,2025-05-22 13:23:21.121985,completed,290.28,May,Thursday,2025-05,2025-05,0,B2C (Regular),Gast_Bestellung
O00005831,U000386,2024-10-30 00:07:27.546685,shipped,78.36,October,Wednesday,2024-10,2024-10,0,B2C (Regular),Überlegender Käufer
O00005835,U006220,2025-05-30 11:31:31.880388,completed,40.79,May,Friday,2025-04,2025-05,1,B2C (Regular),Überlegender Käufer
O00005836,U005920,2024-02-02 05:59:46.107720,processing,11.83,February,Friday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00005838,U009158,2024-09-10 02:46:29.205040,processing,106.14,September,Tuesday,2024-07,2024-09,2,B2C (Regular),Gast_Bestellung
O00005839,U001968,2024-03-30 09:12:16.849687,processing,307.54,March,Saturday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005842,U006431,2025-06-25 10:54:02.259266,shipped,16.1,June,Wednesday,2024-05,2025-06,13,B2C (Regular),Überlegender Käufer
O00005843,U004275,2025-08-28 03:58:54.206010,processing,29.55,August,Thursday,2024-03,2025-08,17,B2C (Regular),Überlegender Käufer
O00005844,U002203,2025-08-09 07:36:58.196767,completed,66.46,August,Saturday,2024-02,2025-08,18,B2C (Regular),Überlegender Käufer
O00005847,U008335,2024-10-25 22:27:15.263494,processing,1775.66,October,Friday,2024-10,2024-10,0,B2B (High Value),Überlegender Käufer
O00005848,U008054,2024-03-02 02:53:40.724538,completed,826.22,March,Saturday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005849,U000482,2024-08-07 01:39:13.865396,completed,3295.55,August,Wednesday,2024-08,2024-08,0,B2B (High Value),Gast_Bestellung
O00005850,U006314,2025-03-15 02:23:02.589022,shipped,2212.5,March,Saturday,2025-03,2025-03,0,B2B (High Value),Überlegender Käufer
O00005851,U001453,2024-06-07 22:20:11.511503,shipped,151.39,June,Friday,2024-02,2024-06,4,B2C (Regular),Gast_Bestellung
O00005852,U003934,2024-08-01 03:49:19.932440,completed,337.38,August,Thursday,2024-04,2024-08,4,B2C (Regular),Gast_Bestellung
O00005853,U008926,2024-03-22 15:33:10.190037,completed,186.48,March,Friday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005854,U004648,2024-06-06 15:50:03.373037,shipped,88.37,June,Thursday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005856,U007068,2025-03-18 04:55:49.309220,processing,593.07,March,Tuesday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00005859,U005072,2025-03-28 15:40:11.326488,completed,1903.68,March,Friday,2024-12,2025-03,3,B2B (High Value),Überlegender Käufer
O00005861,U002598,2025-02-04 03:11:39.696601,shipped,77.63,February,Tuesday,2024-08,2025-02,6,B2C (Regular),Gast_Bestellung
O00005862,U007696,2025-05-18 23:51:25.066286,processing,138.66,May,Sunday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00005865,U007957,2025-03-08 22:59:33.132275,shipped,802.25,March,Saturday,2024-02,2025-03,13,B2C (Regular),Überlegender Käufer
O00005870,U005787,2025-06-27 20:08:25.090708,completed,74.96,June,Friday,2025-03,2025-06,3,B2C (Regular),Gast_Bestellung
O00005873,U002278,2025-03-26 16:45:29.735209,processing,1238.93,March,Wednesday,2024-04,2025-03,11,B2C (Regular),Überlegender Käufer
O00005874,U005835,2025-04-04 11:52:58.205683,completed,84.48,April,Friday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00005875,U006948,2024-06-02 17:10:56.216716,completed,850.61,June,Sunday,2024-04,2024-06,2,B2C (Regular),Überlegender Käufer
O00005879,U004572,2025-09-07 19:13:20.822408,completed,52.26,September,Sunday,2024-06,2025-09,15,B2C (Regular),Überlegender Käufer
O00005880,U004598,2025-06-12 04:14:39.216237,processing,567.18,June,Thursday,2024-07,2025-06,11,B2C (Regular),Überlegender Käufer
O00005881,U007761,2024-06-05 21:21:53.711530,shipped,26.15,June,Wednesday,2024-03,2024-06,3,B2C (Regular),Gast_Bestellung
O00005882,U006166,2024-05-08 01:18:30.442320,shipped,167.98,May,Wednesday,2024-03,2024-05,2,B2C (Regular),Überlegender Käufer
O00005883,U000453,2024-11-08 17:45:18.008045,shipped,151.03,November,Friday,2024-03,2024-11,8,B2C (Regular),Gast_Bestellung
O00005884,U007825,2025-06-16 05:41:13.448102,processing,672.07,June,Monday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00005885,U003474,2024-02-29 18:07:25.715852,completed,401.3,February,Thursday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00005886,U005185,2025-09-28 10:37:09.438784,shipped,20.74,September,Sunday,2025-09,2025-09,0,B2C (Regular),Überlegender Käufer
O00005887,U009807,2024-07-06 13:55:13.606873,shipped,2757.36,July,Saturday,2024-07,2024-07,0,B2B (High Value),Gast_Bestellung
O00005888,U000331,2024-06-15 14:30:26.593741,shipped,749.37,June,Saturday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005890,U007261,2024-12-13 19:14:25.123997,shipped,2061.65,December,Friday,2024-01,2024-12,11,B2B (High Value),Überlegender Käufer
O00005891,U006620,2025-06-25 11:35:55.158446,shipped,1703.13,June,Wednesday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00005893,U002377,2024-08-28 16:38:46.111466,completed,35.2,August,Wednesday,2024-07,2024-08,1,B2C (Regular),Überlegender Käufer
O00005894,U007434,2024-04-27 15:01:21.751972,completed,65.95,April,Saturday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005895,U002228,2024-08-19 23:31:07.023024,completed,180.71,August,Monday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005896,U008848,2025-07-26 19:34:20.677609,completed,670.01,July,Saturday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00005898,U000393,2024-05-05 12:38:13.422981,completed,1560.67,May,Sunday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00005899,U000454,2024-12-20 11:34:29.529926,processing,28.6,December,Friday,2024-12,2024-12,0,B2C (Regular),Überlegender Käufer
O00005901,U008913,2024-05-27 22:22:23.746672,processing,21.11,May,Monday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00005904,U000654,2024-07-04 18:14:39.108389,shipped,37.78,July,Thursday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00005905,U002138,2025-05-31 11:37:56.099652,processing,300.75,May,Saturday,2024-10,2025-05,7,B2C (Regular),Überlegender Käufer
O00005907,U007676,2024-03-12 12:07:17.238536,shipped,1249.51,March,Tuesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00005908,U008364,2024-12-12 04:29:15.005044,completed,414.77,December,Thursday,2024-08,2024-12,4,B2C (Regular),Überlegender Käufer
O00005909,U003675,2024-08-18 08:36:07.024720,completed,342.49,August,Sunday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005910,U006456,2024-10-18 15:09:55.210775,processing,2594.1,October,Friday,2024-10,2024-10,0,B2B (High Value),Gast_Bestellung
O00005911,U006191,2024-09-20 11:41:17.418001,shipped,283.47,September,Friday,2024-09,2024-09,0,B2C (Regular),Gast_Bestellung
O00005912,U000174,2025-06-10 06:08:22.841254,shipped,123.01,June,Tuesday,2024-07,2025-06,11,B2C (Regular),Überlegender Käufer
O00005913,U008055,2025-10-05 23:47:52.844465,shipped,570.57,October,Sunday,2024-05,2025-10,17,B2C (Regular),Überlegender Käufer
O00005914,U009802,2025-11-11 07:57:23.868976,processing,1202.02,November,Tuesday,2025-11,2025-11,0,B2C (Regular),Überlegender Käufer
O00005923,U001126,2024-08-14 01:17:53.515007,processing,22.21,August,Wednesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005925,U008539,2024-04-27 14:16:34.506442,processing,567.39,April,Saturday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005931,U007089,2025-02-17 21:08:04.731977,shipped,488.17,February,Monday,2025-02,2025-02,0,B2C (Regular),Gast_Bestellung
O00005932,U006299,2024-10-04 21:18:22.149888,shipped,61.57,October,Friday,2024-02,2024-10,8,B2C (Regular),Überlegender Käufer
O00005933,U002309,2025-06-03 05:40:25.749995,shipped,34.58,June,Tuesday,2024-06,2025-06,12,B2C (Regular),Überlegender Käufer
O00005935,U003863,2024-08-25 12:49:33.091233,shipped,543.31,August,Sunday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005936,U007957,2024-05-07 11:21:16.332260,shipped,263.26,May,Tuesday,2024-02,2024-05,3,B2C (Regular),Überlegender Käufer
O00005939,U000060,2025-04-23 10:26:39.510277,shipped,1110.9,April,Wednesday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00005941,U006140,2024-02-06 07:20:29.430034,completed,1204.0,February,Tuesday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00005943,U009478,2024-06-20 18:02:34.645676,completed,196.99,June,Thursday,2024-06,2024-06,0,B2C (Regular),Überlegender Käufer
O00005944,U005958,2024-08-27 22:43:15.224726,processing,34.11,August,Tuesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00005945,U001424,2025-01-21 00:24:15.383487,processing,217.47,January,Tuesday,2024-04,2025-01,9,B2C (Regular),Überlegender Käufer
O00005948,U002678,2024-09-12 21:13:06.656426,completed,1097.86,September,Thursday,2024-06,2024-09,3,B2C (Regular),Gast_Bestellung
O00005949,U006868,2024-04-05 18:22:51.417596,completed,921.0,April,Friday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00005951,U008231,2025-03-04 07:49:03.353253,processing,412.29,March,Tuesday,2025-03,2025-03,0,B2C (Regular),Gast_Bestellung
O00005953,U009775,2024-06-26 07:06:16.218722,shipped,137.49,June,Wednesday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00005954,U008939,2024-05-01 16:40:52.965137,completed,79.09,May,Wednesday,2024-02,2024-05,3,B2C (Regular),Gast_Bestellung
O00005956,U002567,2024-07-13 20:49:29.483766,shipped,210.62,July,Saturday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00005958,U001740,2025-06-25 10:26:19.157379,processing,624.94,June,Wednesday,2024-04,2025-06,14,B2C (Regular),Gast_Bestellung
O00005960,U007673,2024-03-25 07:42:43.479695,processing,80.28,March,Monday,2024-03,2024-03,0,B2C (Regular),Überlegender Käufer
O00005961,U001672,2025-03-05 19:35:10.633981,shipped,180.4,March,Wednesday,2025-03,2025-03,0,B2C (Regular),Gast_Bestellung
O00005962,U007704,2025-06-04 07:40:13.979550,processing,495.12,June,Wednesday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00005963,U009076,2024-07-30 21:54:19.628579,shipped,7013.55,July,Tuesday,2024-07,2024-07,0,B2B (High Value),Gast_Bestellung
O00005964,U004055,2025-02-20 20:22:52.658517,processing,122.3,February,Thursday,2024-08,2025-02,6,B2C (Regular),Überlegender Käufer
O00005965,U009607,2024-09-25 21:51:51.634575,processing,83.13,September,Wednesday,2024-09,2024-09,0,B2C (Regular),Gast_Bestellung
O00005968,U001771,2025-08-14 14:14:05.350237,completed,1054.57,August,Thursday,2025-04,2025-08,4,B2C (Regular),Gast_Bestellung
O00005970,U006680,2025-05-26 20:17:12.250204,shipped,129.24,May,Monday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00005972,U005255,2025-08-12 01:06:32.347970,processing,498.05,August,Tuesday,2024-01,2025-08,19,B2C (Regular),Überlegender Käufer
O00005973,U007230,2025-04-19 06:40:49.830416,processing,98.25,April,Saturday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00005976,U007452,2024-01-18 00:39:00.516718,processing,228.48,January,Thursday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005977,U002805,2024-07-13 06:50:19.021660,processing,134.22,July,Saturday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00005979,U008256,2025-09-04 15:17:41.902678,shipped,206.87,September,Thursday,2025-01,2025-09,8,B2C (Regular),Überlegender Käufer
O00005980,U008550,2024-10-27 13:04:04.167793,shipped,2605.34,October,Sunday,2024-03,2024-10,7,B2B (High Value),Überlegender Käufer
O00005981,U007325,2025-02-01 12:56:06.957311,completed,285.6,February,Saturday,2025-02,2025-02,0,B2C (Regular),Überlegender Käufer
O00005982,U002962,2025-03-05 05:39:27.516643,shipped,502.61,March,Wednesday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00005983,U006618,2025-02-03 19:31:13.930401,processing,270.48,February,Monday,2024-01,2025-02,13,B2C (Regular),Überlegender Käufer
O00005985,U007525,2025-08-11 22:11:39.231391,processing,390.28,August,Monday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00005987,U006901,2024-12-09 17:07:18.572306,processing,628.43,December,Monday,2024-12,2024-12,0,B2C (Regular),Gast_Bestellung
O00005991,U004175,2024-11-20 03:24:07.857530,completed,152.1,November,Wednesday,2024-11,2024-11,0,B2C (Regular),Gast_Bestellung
O00005995,U006366,2024-12-05 04:48:05.993032,shipped,1396.27,December,Thursday,2024-11,2024-12,1,B2C (Regular),Gast_Bestellung
O00005996,U001867,2024-01-09 21:36:03.792440,completed,126.29,January,Tuesday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00005997,U009487,2025-04-01 21:11:26.829611,shipped,20.74,April,Tuesday,2024-09,2025-04,7,B2C (Regular),Sofort-Kauf
O00005998,U007274,2024-11-06 00:19:06.762231,shipped,866.21,November,Wednesday,2024-08,2024-11,3,B2C (Regular),Überlegender Käufer
